Subject,Split,Motion,N,Mean,Median,P95,P99,IoU_Mean,IoU_Median,IoU_Note
37,Test,Fixation,19516,1.6357363290942477,1.0367362055223666,4.893709994596747,10.956571992462287,0.5936390215682951,0.6333333333333333,center_proxy_gt_axes_angle
37,Test,Saccade,275,1.2995314479695141,0.9325572114559321,2.9388689666066723,4.7528066527298645,0.6086736971135144,0.6086956521739131,center_proxy_gt_axes_angle
37,Test,Smooth,10878,1.1795019189834814,0.855513667021804,3.079815005487632,6.23719206543502,0.6389435444297455,0.6666666666666666,center_proxy_gt_axes_angle
38,Test,Fixation,18725,1.7709623128265426,1.0851498558744548,5.307116990807299,15.299452380349944,0.5615019847427257,0.6086956521739131,center_proxy_gt_axes_angle
38,Test,Saccade,214,1.3002347168808606,0.9583838676249551,3.1810337803977538,4.7691795561194485,0.6088569692628413,0.6191148775894539,center_proxy_gt_axes_angle
38,Test,Smooth,10167,1.3234106527995728,0.9078251153998761,3.2402093164588472,9.649235693716395,0.6248490788470163,0.660377358490566,center_proxy_gt_axes_angle
39,Test,Fixation,19679,1.4141695151455544,1.188491716507813,3.1350489864412974,5.224136848612762,0.6016597793443468,0.6210526315789474,center_proxy_gt_axes_angle
39,Test,Saccade,95,1.3296872440740464,1.2606212345244672,2.52380049066086,3.0878388703895423,0.5978518680925883,0.6086956521739131,center_proxy_gt_axes_angle
39,Test,Smooth,10440,1.2767830997906144,1.0690635050514423,2.8361342490892936,4.36905096166726,0.613286477307009,0.6486486486486487,center_proxy_gt_axes_angle
40,Test,Fixation,19106,1.9527556377451014,1.1485573485418095,6.815069505898581,12.524507898276806,0.4431605850793774,0.45098039215686275,center_proxy_gt_axes_angle
40,Test,Saccade,142,1.5431218529220785,1.049057721535293,4.4716508198451255,8.686530396937009,0.4769016048607996,0.5,center_proxy_gt_axes_angle
40,Test,Smooth,10820,1.0949602978284754,0.8317158345446469,2.688091945990159,5.980072056371647,0.5867826816390652,0.6086956521739131,center_proxy_gt_axes_angle
41,Test,Fixation,18717,2.47325646870716,1.278262975554307,9.208342545471124,21.15259384872193,0.5159155230323532,0.5714285714285714,center_proxy_gt_axes_angle
41,Test,Saccade,656,2.4047921261432927,1.236928974843594,8.326796282828372,21.740018181666404,0.5192318856038614,0.5555555555555556,center_proxy_gt_axes_angle
41,Test,Smooth,10840,1.7179456929877448,1.1076492484066294,4.792506976793407,12.823961649669528,0.5694872984411252,0.6086956521739131,center_proxy_gt_axes_angle
42,Test,Fixation,17412,2.6663745119174957,1.5558014019982482,8.961062209199635,20.040460899133993,0.4302226963501499,0.4444444444444444,center_proxy_gt_axes_angle
42,Test,Saccade,341,2.086768685941007,1.3920919644329335,6.066577498403435,11.223543334493373,0.47719338033478487,0.4594594594594595,center_proxy_gt_axes_angle
42,Test,Smooth,10571,1.6775874556788486,1.0838700654157278,4.925606985767758,10.665585777397522,0.5520732559153702,0.5925925925925926,center_proxy_gt_axes_angle
43,Test,Fixation,18740,1.7552410884258947,1.1597664595816801,5.369068668622686,11.478351260207981,0.5717745391488914,0.6086956521739131,center_proxy_gt_axes_angle
43,Test,Saccade,434,1.7840266903567392,1.2557807805342005,4.920982959398581,8.851733326771267,0.5583432701250165,0.5925925925925926,center_proxy_gt_axes_angle
43,Test,Smooth,11032,1.373915765374269,0.9907632507976297,3.571768160153638,7.72187944396998,0.6102237575001149,0.6428571428571429,center_proxy_gt_axes_angle
44,Test,Fixation,19477,1.2561808581985443,0.8911301100726651,3.2229045963443825,8.499821649421182,0.6137293604513167,0.6086956521739131,center_proxy_gt_axes_angle
44,Test,Saccade,158,1.222996496864788,0.8811085451801167,2.8690097430629478,3.987895287783613,0.6079141777845305,0.6086956521739131,center_proxy_gt_axes_angle
44,Test,Smooth,10893,1.1845544522888847,0.8552790132006349,2.8723530556493375,7.0712882193803175,0.6154315392728438,0.6086956521739131,center_proxy_gt_axes_angle
45,Test,Fixation,18764,1.5245703400041843,1.102853805450858,3.6677517408105933,10.930072874492655,0.5679031107876311,0.6086956521739131,center_proxy_gt_axes_angle
45,Test,Saccade,333,1.268074670560545,0.9899738984518175,2.8225088194427994,5.174486361252387,0.602670933695333,0.6086956521739131,center_proxy_gt_axes_angle
45,Test,Smooth,11032,1.210407915301831,0.955599837034137,2.892224105656539,4.739999904119195,0.6058500511903804,0.6206896551724138,center_proxy_gt_axes_angle
46,Test,Fixation,19303,1.2673150965003879,0.9106853599338678,3.345963177844949,7.036400710745867,0.6289776180056804,0.660377358490566,center_proxy_gt_axes_angle
46,Test,Saccade,100,0.9213166380279002,0.7531482641130767,2.155928392881471,2.790589697313794,0.6782226353517159,0.6818181818181818,center_proxy_gt_axes_angle
46,Test,Smooth,10839,0.9719624589517535,0.7919586661530706,2.231732486936717,3.7079000531462913,0.6754025303671913,0.6818181818181818,center_proxy_gt_axes_angle
47,Test,Fixation,19353,2.554239033189024,1.0829996861367068,11.228951818644925,23.456579847648623,0.5459377310890532,0.6086956521739131,center_proxy_gt_axes_angle
47,Test,Saccade,283,1.8312352194759585,1.0468379344880803,5.856449580423566,17.079554376561358,0.5746075744028634,0.6086956521739131,center_proxy_gt_axes_angle
47,Test,Smooth,10873,1.7884038549254562,0.9050648677520341,5.708637620019535,19.020092554647647,0.6093041254192988,0.6666666666666666,center_proxy_gt_axes_angle
48,Test,Fixation,18865,1.5886924992567786,1.0097604692895459,4.609245510071077,11.433320566946865,0.5890103285764536,0.6333333333333333,center_proxy_gt_axes_angle
48,Test,Saccade,145,1.1588193936516902,0.9710924294768986,2.6125683234831807,3.8051822248593,0.6266403432127875,0.6486486486486487,center_proxy_gt_axes_angle
48,Test,Smooth,10647,1.3523947414999473,0.9466629972610097,3.557444812376363,8.179931192128874,0.6169911959951306,0.6578947368421053,center_proxy_gt_axes_angle
